PlotId, DensityPreFire ,DensityPostfire,DensityKilled,BAPre sq/ft,BAPost sq/ft,BAKld sq/ft,CanCov Prefire,CanCov Postfire,CanCov Diff,DBHKldAvg (inch),MortAvg4 percent,MortAvg percent 
CS-MORSPP-5-25-30-7,100,27,73,14,4,10,18,5,13,5,73,73
CS-NYAQ2-5-25-30-7,100,41,59,14,6,8,18,8,10,5,59,59
CS-NYOG-5-25-30-7,100,41,59,14,6,8,18,8,10,5,59,59
CS-NYBI-5-25-30-7,100,41,59,14,6,8,18,8,10,5,59,59
CS-OSVI-5-25-30-7,100,29,71,14,4,10,18,6,12,5,71,71
CS-PATO2-5-25-30-7,100,37,63,14,5,9,18,7,11,5,63,63
CS-PEBO-5-25-30-7,100,30,70,14,4,10,18,6,12,5,70,70
CS-PIAB-5-25-30-7,100,20,80,14,3,11,11,2,9,5,80,80
CS-PIEN-5-25-30-7,100,48,52,14,7,7,11,6,6,5,52,52
CS-PIGL-5-25-30-7,100,20,80,14,3,11,11,2,9,5,80,80
CS-PIMA-5-25-30-7,100,20,80,14,3,11,11,2,9,5,80,80
CS-PIPU-5-25-30-7,100,20,80,14,3,11,11,2,9,5,80,80
CS-PIRU-5-25-30-7,100,20,80,14,3,11,11,2,9,5,80,80
CS-PISI-5-25-30-7,100,20,80,14,3,11,11,2,9,5,80,80
CS-PIAL-5-25-30-7,100,66,34,14,9,5,7,5,2,5,34,34
CS-PIAT-5-25-30-7,100,26,74,14,4,10,8,2,6,5,74,74
CS-PIBA2-5-25-30-7,100,31,69,14,4,9,8,3,5,5,69,69
CS-PICL-5-25-30-7,100,28,72,14,4,10,8,2,6,5,72,72
CS-PICO-5-25-30-7,100,66,34,14,9,5,8,5,3,5,34,34
CS-PIEC2-5-25-30-7,100,29,71,14,4,10,11,3,8,5,71,71
CS-PIEL-5-25-30-7,100,40,60,14,5,8,11,4,6,5,60,60
CS-PIFL2-5-25-30-7,100,26,74,14,4,10,7,2,5,5,74,74
CS-PIGL2-5-25-30-7,100,28,72,14,4,10,8,2,6,5,72,72
CS-PIJE-5-25-30-7,100,94,6,14,13,1,13,12,1,5,6,6
CS-PILA-5-25-30-7,100,89,11,14,12,2,12,10,1,5,11,11
CS-PIMO3-5-25-30-7,100,28,72,14,4,10,11,3,8,5,72,72
CS-PIPA2-5-25-30-7,100,100,0,14,14,0,11,11,0,0,0,0
CS-PIPO-5-25-30-7,100,94,6,14,13,1,11,10,1,5,6,6
CS-PIPU5-5-25-30-7,100,31,69,14,4,9,8,3,5,5,69,69
CS-PIRE-5-25-30-7,100,33,67,14,4,9,8,3,5,5,67,67
CS-PIRI-5-25-30-7,100,34,66,14,5,9,8,3,5,5,66,66
CS-PISA2-5-25-30-7,100,27,73,14,4,10,11,3,8,5,73,73
CS-PISE-5-25-30-7,100,44,56,14,6,8,8,4,4,5,56,56
CS-PIST-5-25-30-7,100,34,66,14,5,9,11,4,7,5,66,66
CS-PISY-5-25-30-7,100,26,74,14,4,10,8,2,6,5,74,74
CS-PITA-5-25-30-7,100,38,62,14,5,8,11,4,7,5,62,62
CS-PIVI2-5-25-30-7,100,27,73,14,4,10,8,2,6,5,73,73
CS-PLOC-5-25-30-7,100,27,73,14,4,10,18,5,13,5,73,73
CS-POBA2-5-25-30-7,100,31,69,14,4,9,35,12,22,5,69,69
CS-POGR4-5-25-30-7,100,31,69,14,4,9,18,6,12,5,69,69
CS-POHE4-5-25-30-7,100,37,63,14,5,9,35,15,20,5,63,63
CS-POTR12-5-25-30-7,100,1,99,14,0,13,18,0,18,5,99,99
CS-PRAM-5-25-30-7,100,31,69,14,4,9,18,6,12,5,69,69
CS-PREM-5-25-30-7,100,44,56,14,6,8,16,8,9,5,56,56
CS-PRPE2-5-25-30-7,100,34,66,14,5,9,16,6,11,5,66,66
CS-PRSE2-5-25-30-7,100,26,74,14,4,10,16,5,12,5,74,74
CS-PRVI-5-25-30-7,100,31,69,14,4,9,16,5,11,5,69,69
CS-PSME-5-25-30-7,100,88,12,14,12,2,18,16,2,5,12,12
CS-QUAG-5-25-30-7,100,37,63,14,5,9,16,6,10,5,63,63
CS-QUBI-5-25-30-7,100,34,66,14,5,9,16,6,10,5,66,66
CS-QUCH2-5-25-30-7,100,23,77,14,3,11,16,4,12,5,77,77
CS-QUDU-5-25-30-7,100,27,73,14,4,10,16,5,11,5,73,73
CS-QUEL-5-25-30-7,100,30,70,14,4,10,16,5,11,5,70,70
CS-QUFA-5-25-30-7,100,33,67,14,5,9,16,6,10,5,67,67
CS-QUGA4-5-25-30-7,100,25,75,14,3,10,16,4,12,5,75,75
CS-QUIM-5-25-30-7,100,32,68,14,4,9,16,5,11,5,68,68
CS-QUIN-5-25-30-7,100,30,70,14,4,10,16,5,11,5,70,70
CS-QUKE-5-25-30-7,100,26,74,14,4,10,16,4,12,5,74,74
CS-QULA2-5-25-30-7,100,29,71,14,4,10,16,5,11,5,71,71
CS-QULA3-5-25-30-7,100,29,71,14,4,10,16,5,11,5,71,71
CS-QULO-5-25-30-7,100,33,67,14,4,9,16,6,10,5,67,67
CS-QULY-5-25-30-7,100,31,69,14,4,9,16,5,11,5,69,69
CS-QUMA2-5-25-30-7,100,32,68,14,4,9,16,5,11,5,68,68
CS-QUMI-5-25-30-7,100,34,66,14,5,9,16,6,10,5,66,66
CS-QUMU-5-25-30-7,100,32,68,14,4,9,16,5,11,5,68,68
CS-QUNI-5-25-30-7,100,29,71,14,4,10,16,5,11,5,71,71
CS-QUTE-5-25-30-7,100,26,74,14,4,10,16,4,12,5,74,74
CS-QUPA2-5-25-30-7,100,32,68,14,4,9,16,5,11,5,68,68
CS-QUPH-5-25-30-7,100,32,68,14,4,9,16,5,11,5,68,68
CS-QURU-5-25-30-7,100,32,68,14,4,9,16,5,11,5,68,68
CS-QUSH-5-25-30-7,100,29,71,14,4,10,16,5,11,5,71,71
CS-QUESPP-5-25-30-7,100,34,66,14,5,9,16,6,10,5,66,66
CS-QUST-5-25-30-7,100,33,67,14,5,9,16,6,10,5,67,67
CS-QUVI-5-25-30-7,100,33,67,14,4,9,16,6,10,5,67,67
CS-QUWI2-5-25-30-7,100,28,72,14,4,10,16,5,11,5,72,72
CS-ROPS-5-25-30-7,100,36,64,14,5,9,18,7,11,5,64,64
CS-SABE2-5-25-30-7,100,31,69,14,4,9,16,5,11,5,69,69
CS-SANI-5-25-30-7,100,31,69,14,4,9,16,5,11,5,69,69
CS-SALSPP-5-25-30-7,100,32,68,14,4,9,16,6,11,5,68,68
CS-SOAM3-5-25-30-7,100,31,69,14,4,9,18,6,12,5,69,69
CS-TABR2-5-25-30-7,100,23,77,14,3,10,16,4,12,5,77,77
CS-TADI2-5-25-30-7,100,23,77,14,3,10,18,4,13,5,77,77
CS-TAAS-5-25-30-7,100,32,68,14,4,9,18,6,12,5,68,68
CS-THOC2-5-25-30-7,100,23,77,14,3,10,24,6,18,5,77,77
CS-THPL-5-25-30-7,100,28,72,14,4,10,24,8,17,5,72,72
CS-TIAM-5-25-30-7,100,30,70,14,4,10,18,6,12,5,70,70
CS-TSCA-5-25-30-7,100,31,69,14,4,9,25,8,16,5,69,69
CS-TSHE-5-25-30-7,100,31,69,14,4,9,25,8,16,5,69,69
CS-TSME-5-25-30-7,100,31,69,14,4,9,10,3,7,5,69,69
CS-ULAL-5-25-30-7,100,26,74,14,4,10,18,5,13,5,74,74
CS-ULAM-5-25-30-7,100,26,74,14,4,10,18,5,13,5,74,74
CS-ULPU-5-25-30-7,100,30,70,14,4,10,18,6,12,5,70,70
CS-ULRU-5-25-30-7,100,27,73,14,4,10,18,5,13,5,73,73
CS-ULMSPP-5-25-30-7,100,31,69,14,4,9,18,6,12,5,69,69
CS-ULTH-5-25-30-7,100,27,73,14,4,10,18,5,13,5,73,73
CS-UMCA-5-25-30-7,100,24,76,14,3,10,18,5,13,5,76,76
CS-ABAM-10-50-10-7,100,61,39,55,33,22,27,17,10,10,39,39
CS-ABBA-10-50-10-7,100,44,56,55,24,31,25,12,13,10,56,56
CS-ABCO-10-50-10-7,100,97,3,55,53,2,25,25,1,10,3,3
CS-ABGR-10-50-10-7,100,84,16,55,46,8,31,27,4,10,16,16
CS-ABLA-10-50-10-7,100,84,16,55,46,8,19,16,3,10,16,16
CS-ABMA-10-50-10-7,100,91,9,55,50,5,22,20,2,10,9,9
CS-ABPR-10-50-10-7,100,59,41,55,32,23,26,16,10,10,41,41
CS-ACBA3-10-50-10-7,100,41,59,55,23,32,55,28,27,10,59,59
CS-ACMA3-10-50-10-7,100,36,64,55,19,35,55,25,30,10,64,64
CS-ACNE2-10-50-10-7,100,47,53,55,26,29,55,31,24,10,53,53
CS-ACNI5-10-50-10-7,100,48,52,55,26,28,55,32,23,10,52,52
CS-ACPE-10-50-10-7,100,59,41,55,32,23,55,37,18,10,41,41
CS-ACSA2-10-50-10-7,100,44,56,55,24,31,55,29,26,10,56,56
CS-ACSA3-10-50-10-7,100,46,54,55,25,30,55,31,24,10,54,54
CS-ACSP2-10-50-10-7,100,54,46,55,29,25,55,35,20,10,46,46
CS-AEGL-10-50-10-7,100,49,51,55,27,28,34,18,15,10,51,51
CS-AEFL-10-50-10-7,100,63,37,55,35,20,34,23,11,10,37,37
CS-AIAL-10-50-10-7,100,63,37,55,35,20,34,23,11,10,37,37
CS-ALRH2-10-50-10-7,100,30,70,55,16,38,56,22,34,10,70,70
CS-ALRU2-10-50-10-7,100,30,70,55,16,38,56,22,34,10,70,70
CS-AMAR3-10-50-10-7,100,63,37,55,35,20,34,23,11,10,37,37
CS-ARME-10-50-10-7,100,71,29,55,39,16,34,25,8,10,29,29
CS-BEAL2-10-50-10-7,100,44,56,55,24,31,44,22,22,10,56,56
CS-BELE-10-50-10-7,100,42,58,55,23,31,44,22,22,10,58,58
CS-BENI-10-50-10-7,100,41,59,55,23,32,44,21,23,10,59,59
CS-BEOC2-10-50-10-7,100,30,70,55,16,38,44,16,28,10,70,70
CS-BEPA-10-50-10-7,100,30,70,55,16,38,44,16,28,10,70,70
CS-BETSPP-10-50-10-7,100,30,70,55,16,38,44,16,28,10,70,70
CS-CEOC-10-50-10-7,100,48,52,55,26,28,44,24,20,10,52,52
CS-CACA18-10-50-10-7,100,42,58,55,23,31,34,16,18,10,58,58
CS-CAAL27-10-50-10-7,100,57,43,55,31,24,34,21,13,10,43,43
CS-CACOL3-10-50-10-7,100,50,50,55,27,27,34,19,15,10,50,50
CS-CAGL8-10-50-10-7,100,50,50,55,27,27,34,19,15,10,50,50
CS-CAIL2-10-50-10-7,100,49,51,55,27,28,34,18,15,10,51,51
CS-CALA21-10-50-10-7,100,57,43,55,31,24,34,21,13,10,43,43
CS-CAOV2-10-50-10-7,100,54,46,55,29,25,34,20,14,10,46,46
CS-CARSPP-10-50-10-7,100,58,42,55,31,23,34,21,13,10,42,42
CS-CATE9-10-50-10-7,100,54,46,55,29,25,34,20,14,10,46,46
CS-CADE12-10-50-10-7,100,54,46,55,29,25,34,20,14,10,46,46
CS-CELA-10-50-10-7,100,49,51,55,27,28,34,18,15,10,51,51
CS-CECA4-10-50-10-7,100,48,52,55,26,28,34,18,16,10,52,52
CS-CHLA-10-50-10-7,100,83,17,55,45,9,25,21,4,10,17,17
CS-CHNO-10-50-10-7,100,33,67,55,18,36,25,9,16,10,67,67
CS-CHTH2-10-50-10-7,100,37,63,55,20,35,25,10,15,10,63,63
CS-CHCHC4-10-50-10-7,100,59,41,55,32,23,44,29,15,10,41,41
CS-CONU4-10-50-10-7,100,73,27,55,40,15,44,34,10,10,27,27
CS-CRASPP-10-50-10-7,100,73,27,55,40,15,30,23,7,10,27,27
CS-DIVI5-10-50-10-7,100,55,45,55,30,25,34,20,14,10,45,45
CS-FAGR-10-50-10-7,100,37,63,55,20,35,34,14,20,10,63,63
CS-FRAM2-10-50-10-7,100,56,44,55,30,24,34,20,13,10,44,44
CS-FRNI-10-50-10-7,100,48,52,55,26,28,34,18,16,10,52,52
CS-FRPE-10-50-10-7,100,52,48,55,29,26,34,19,14,10,48,48
CS-FRPR-10-50-10-7,100,50,50,55,27,27,34,19,15,10,50,50
CS-FRQU-10-50-10-7,100,42,58,55,23,31,34,16,18,10,58,58
CS-FRASPP-10-50-10-7,100,56,44,55,30,24,34,20,13,10,44,44
CS-GLTR-10-50-10-7,100,51,49,55,28,27,34,19,15,10,49,49
CS-GOLA-10-50-10-7,100,51,49,55,28,27,34,19,15,10,49,49
CS-GYDI-10-50-10-7,100,44,56,55,24,31,34,16,17,10,56,56
CS-HALSPP-10-50-10-7,100,51,49,55,28,27,34,19,15,10,49,49
CS-ILOP-10-50-10-7,100,56,44,55,30,24,34,20,13,10,44,44
CS-JUCI-10-50-10-7,100,55,45,55,30,25,34,20,14,10,45,45
CS-JUNI-10-50-10-7,100,55,45,55,30,25,34,20,14,10,45,45
CS-JUOC-10-50-10-7,100,59,41,55,32,23,30,19,11,10,41,41
CS-JUVI-10-50-10-7,100,54,46,55,29,25,39,23,16,10,46,46
CS-LALA-10-50-10-7,100,44,56,55,24,31,21,10,11,10,56,56
CS-LALY-10-50-10-7,100,63,37,55,35,20,16,11,6,10,37,37
CS-LAOC-10-50-10-7,100,95,5,55,52,3,21,20,1,10,5,5
CS-CADE27-10-50-10-7,100,99,1,55,54,1,39,39,0,10,1,1
CS-LIST2-10-50-10-7,100,71,29,55,39,16,34,25,8,10,29,29
CS-LITU-10-50-10-7,100,63,37,55,35,20,34,23,11,10,37,37
CS-LIDE3-10-50-10-7,100,65,35,55,35,19,34,23,10,10,35,35
CS-MAPO-10-50-10-7,100,50,50,55,27,27,34,19,15,10,50,50
CS-MAAC-10-50-10-7,100,49,51,55,27,28,34,18,15,10,51,51
CS-MAGR4-10-50-10-7,100,46,54,55,25,30,34,17,16,10,54,54
CS-MAMA2-10-50-10-7,100,46,54,55,25,30,34,17,16,10,54,54
CS-MAGSPP-10-50-10-7,100,52,48,55,29,26,34,19,14,10,48,48
CS-MAVI2-10-50-10-7,100,54,46,55,29,25,34,20,14,10,46,46
CS-MALPRU-10-50-10-7,100,51,49,55,28,27,34,19,15,10,49,49
CS-MALSPP-10-50-10-7,100,57,43,55,31,24,34,21,13,10,43,43
CS-MOAL-10-50-10-7,100,51,49,55,28,27,34,19,15,10,49,49
CS-MORU2-10-50-10-7,100,51,49,55,28,27,34,19,15,10,49,49
CS-MORSPP-10-50-10-7,100,46,54,55,25,30,34,17,16,10,54,54
CS-NYAQ2-10-50-10-7,100,69,31,55,38,17,34,25,9,10,31,31
CS-NYOG-10-50-10-7,100,69,31,55,38,17,34,25,9,10,31,31
CS-NYBI-10-50-10-7,100,69,31,55,38,17,34,25,9,10,31,31
CS-OSVI-10-50-10-7,100,50,50,55,27,27,34,19,15,10,50,50
CS-PATO2-10-50-10-7,100,63,37,55,35,20,34,23,11,10,37,37
CS-PEBO-10-50-10-7,100,51,49,55,28,27,34,19,15,10,49,49
CS-PIAB-10-50-10-7,100,20,80,55,11,44,21,5,17,10,80,80
CS-PIEN-10-50-10-7,100,48,52,55,26,28,21,11,10,10,52,52
CS-PIGL-10-50-10-7,100,20,80,55,11,44,21,5,17,10,80,80
CS-PIMA-10-50-10-7,100,20,80,55,11,44,21,5,17,10,80,80
CS-PIPU-10-50-10-7,100,20,80,55,11,44,21,5,17,10,80,80
CS-PIRU-10-50-10-7,100,20,80,55,11,44,21,5,17,10,80,80
CS-PISI-10-50-10-7,100,20,80,55,11,44,21,5,17,10,80,80
CS-PIAL-10-50-10-7,100,73,27,55,40,15,18,14,5,10,27,27
CS-PIAT-10-50-10-7,100,42,58,55,23,31,20,9,11,10,58,58
CS-PIBA2-10-50-10-7,100,54,46,55,29,25,18,10,8,10,46,46
CS-PICL-10-50-10-7,100,48,52,55,26,28,18,9,9,10,52,52
CS-PICO-10-50-10-7,100,73,27,55,40,15,18,14,5,10,27,27
CS-PIEC2-10-50-10-7,100,50,50,55,27,27,24,13,11,10,50,50
CS-PIEL-10-50-10-7,100,68,32,55,37,18,24,17,7,10,32,32
CS-PIFL2-10-50-10-7,100,42,58,55,23,31,18,8,10,10,58,58
CS-PIGL2-10-50-10-7,100,48,52,55,26,28,18,9,9,10,52,52
CS-PIJE-10-50-10-7,100,94,6,55,51,3,28,27,2,10,6,6
CS-PILA-10-50-10-7,100,89,11,55,48,6,25,23,3,10,11,11
CS-PIMO3-10-50-10-7,100,48,52,55,26,28,21,11,10,10,52,52
CS-PIPA2-10-50-10-7,100,100,0,55,55,0,24,24,0,0,0,0
CS-PIPO-10-50-10-7,100,94,6,55,51,3,24,23,1,10,6,6
CS-PIPU5-10-50-10-7,100,54,46,55,29,25,18,10,8,10,46,46
CS-PIRE-10-50-10-7,100,57,43,55,31,24,18,11,7,10,43,43
CS-PIRI-10-50-10-7,100,59,41,55,32,23,18,11,7,10,41,41
CS-PISA2-10-50-10-7,100,46,54,55,25,30,24,12,12,10,54,54
CS-PISE-10-50-10-7,100,73,27,55,40,15,18,14,5,10,27,27
CS-PIST-10-50-10-7,100,59,41,55,32,23,21,13,8,10,41,41
CS-PISY-10-50-10-7,100,42,58,55,23,31,18,8,10,10,58,58
CS-PITA-10-50-10-7,100,65,35,55,35,19,24,17,8,10,35,35
CS-PIVI2-10-50-10-7,100,46,54,55,25,30,18,9,9,10,54,54
CS-PLOC-10-50-10-7,100,46,54,55,25,30,34,17,16,10,54,54
CS-POBA2-10-50-10-7,100,54,46,55,29,25,55,35,20,10,46,46
CS-POGR4-10-50-10-7,100,52,48,55,29,26,37,21,15,10,48,48
CS-POHE4-10-50-10-7,100,63,37,55,35,20,55,40,15,10,37,37
CS-POTR12-10-50-10-7,100,3,97,55,2,53,37,1,35,10,97,97
CS-PRAM-10-50-10-7,100,54,46,55,29,25,34,20,14,10,46,46
CS-PREM-10-50-10-7,100,73,27,55,40,15,30,23,7,10,27,27
CS-PRPE2-10-50-10-7,100,59,41,55,32,23,30,19,11,10,41,41
CS-PRSE2-10-50-10-7,100,42,58,55,23,31,30,14,16,10,58,58
CS-PRVI-10-50-10-7,100,54,46,55,29,25,30,17,13,10,46,46
CS-PSME-10-50-10-7,100,88,12,55,48,6,34,30,3,10,12,12
CS-QUAG-10-50-10-7,100,63,37,55,35,20,44,30,13,10,37,37
CS-QUBI-10-50-10-7,100,59,41,55,32,23,44,29,15,10,41,41
CS-QUCH2-10-50-10-7,100,36,64,55,19,35,44,18,25,10,64,64
CS-QUDU-10-50-10-7,100,46,54,55,25,30,44,23,21,10,54,54
CS-QUEL-10-50-10-7,100,51,49,55,28,27,44,25,18,10,49,49
CS-QUFA-10-50-10-7,100,58,42,55,31,23,44,28,15,10,42,42
CS-QUGA4-10-50-10-7,100,41,59,55,23,32,44,21,23,10,59,59
CS-QUIM-10-50-10-7,100,55,45,55,30,25,44,27,17,10,45,45
CS-QUIN-10-50-10-7,100,51,49,55,28,27,44,25,18,10,49,49
CS-QUKE-10-50-10-7,100,42,58,55,23,31,44,22,22,10,58,58
CS-QULA2-10-50-10-7,100,50,50,55,27,27,44,25,19,10,50,50
CS-QULA3-10-50-10-7,100,49,51,55,27,28,44,25,19,10,51,51
CS-QULO-10-50-10-7,100,57,43,55,31,24,44,28,16,10,43,43
CS-QULY-10-50-10-7,100,52,48,55,29,26,44,26,18,10,48,48
CS-QUMA2-10-50-10-7,100,56,44,55,30,24,44,27,16,10,44,44
CS-QUMI-10-50-10-7,100,60,40,55,32,22,44,29,15,10,40,40
CS-QUMU-10-50-10-7,100,56,44,55,30,24,44,27,16,10,44,44
CS-QUNI-10-50-10-7,100,49,51,55,27,28,44,25,19,10,51,51
CS-QUTE-10-50-10-7,100,42,58,55,23,31,44,22,22,10,58,58
CS-QUPA2-10-50-10-7,100,55,45,55,30,25,44,27,17,10,45,45
CS-QUPH-10-50-10-7,100,55,45,55,30,25,44,27,17,10,45,45
CS-QURU-10-50-10-7,100,56,44,55,30,24,44,27,16,10,44,44
CS-QUSH-10-50-10-7,100,50,50,55,27,27,44,25,19,10,50,50
CS-QUESPP-10-50-10-7,100,59,41,55,32,23,44,29,15,10,41,41
CS-QUST-10-50-10-7,100,58,42,55,31,23,44,28,15,10,42,42
CS-QUVI-10-50-10-7,100,57,43,55,31,24,44,28,16,10,43,43
CS-QUWI2-10-50-10-7,100,47,53,55,26,29,44,24,20,10,53,53
CS-ROPS-10-50-10-7,100,62,38,55,34,21,34,23,11,10,38,38
CS-SABE2-10-50-10-7,100,54,46,55,29,25,30,17,13,10,46,46
CS-SANI-10-50-10-7,100,54,46,55,29,25,30,17,13,10,46,46
CS-SALSPP-10-50-10-7,100,55,45,55,30,25,30,17,12,10,45,45
CS-SOAM3-10-50-10-7,100,54,46,55,29,25,34,20,14,10,46,46
CS-TABR2-10-50-10-7,100,37,63,55,20,35,30,12,18,10,63,63
CS-TADI2-10-50-10-7,100,37,63,55,20,35,34,14,20,10,63,63
CS-TAAS-10-50-10-7,100,56,44,55,30,24,34,20,13,10,44,44
CS-THOC2-10-50-10-7,100,37,63,55,20,35,39,17,23,10,63,63
CS-THPL-10-50-10-7,100,48,52,55,26,28,39,21,18,10,52,52
CS-TIAM-10-50-10-7,100,51,49,55,28,27,34,19,15,10,49,49
CS-TSCA-10-50-10-7,100,52,48,55,29,26,44,26,18,10,48,48
CS-TSHE-10-50-10-7,100,54,46,55,29,25,44,27,17,10,46,46
CS-TSME-10-50-10-7,100,54,46,55,29,25,21,12,9,10,46,46
CS-ULAL-10-50-10-7,100,44,56,55,24,31,34,16,17,10,56,56
CS-ULAM-10-50-10-7,100,44,56,55,24,31,34,16,17,10,56,56
CS-ULPU-10-50-10-7,100,51,49,55,28,27,34,19,15,10,49,49
CS-ULRU-10-50-10-7,100,45,55,55,24,30,34,17,17,10,55,55
CS-ULMSPP-10-50-10-7,100,52,48,55,29,26,34,19,14,10,48,48
CS-ULTH-10-50-10-7,100,46,54,55,25,30,34,17,16,10,54,54
CS-UMCA-10-50-10-7,100,38,62,55,21,34,34,14,19,10,62,62
CS-ABAM-10-50-80-7,100,61,39,55,33,22,27,17,10,10,39,39
CS-ABBA-10-50-80-7,100,44,56,55,24,31,25,12,13,10,56,56
CS-ABCO-10-50-80-7,100,97,3,55,53,2,25,25,1,10,3,3
CS-ABGR-10-50-80-7,100,84,16,55,46,8,31,27,4,10,16,16
CS-ABLA-10-50-80-7,100,84,16,55,46,8,19,16,3,10,16,16
CS-ABMA-10-50-80-7,100,91,9,55,50,5,22,20,2,10,9,9
CS-ABPR-10-50-80-7,100,59,41,55,32,23,26,16,10,10,41,41
CS-ACBA3-10-50-80-7,100,41,59,55,23,32,55,28,27,10,59,59
CS-ACMA3-10-50-80-7,100,36,64,55,19,35,55,25,30,10,64,64
CS-ACNE2-10-50-80-7,100,47,53,55,26,29,55,31,24,10,53,53
CS-ACNI5-10-50-80-7,100,48,52,55,26,28,55,32,23,10,52,52
CS-ACPE-10-50-80-7,100,59,41,55,32,23,55,37,18,10,41,41
CS-ACSA2-10-50-80-7,100,44,56,55,24,31,55,29,26,10,56,56
CS-ACSA3-10-50-80-7,100,46,54,55,25,30,55,31,24,10,54,54
CS-ACSP2-10-50-80-7,100,54,46,55,29,25,55,35,20,10,46,46
CS-AEGL-10-50-80-7,100,49,51,55,27,28,34,18,15,10,51,51
CS-AEFL-10-50-80-7,100,63,37,55,35,20,34,23,11,10,37,37
CS-AIAL-10-50-80-7,100,63,37,55,35,20,34,23,11,10,37,37
CS-ALRH2-10-50-80-7,100,30,70,55,16,38,56,22,34,10,70,70
CS-ALRU2-10-50-80-7,100,30,70,55,16,38,56,22,34,10,70,70
CS-AMAR3-10-50-80-7,100,63,37,55,35,20,34,23,11,10,37,37
CS-ARME-10-50-80-7,100,71,29,55,39,16,34,25,8,10,29,29
CS-BEAL2-10-50-80-7,100,44,56,55,24,31,44,22,22,10,56,56
CS-BELE-10-50-80-7,100,42,58,55,23,31,44,22,22,10,58,58
CS-BENI-10-50-80-7,100,41,59,55,23,32,44,21,23,10,59,59
CS-BEOC2-10-50-80-7,100,30,70,55,16,38,44,16,28,10,70,70
CS-BEPA-10-50-80-7,100,30,70,55,16,38,44,16,28,10,70,70
CS-BETSPP-10-50-80-7,100,30,70,55,16,38,44,16,28,10,70,70
CS-CEOC-10-50-80-7,100,48,52,55,26,28,44,24,20,10,52,52
CS-CACA18-10-50-80-7,100,42,58,55,23,31,34,16,18,10,58,58
CS-CAAL27-10-50-80-7,100,57,43,55,31,24,34,21,13,10,43,43
CS-CACOL3-10-50-80-7,100,50,50,55,27,27,34,19,15,10,50,50
CS-CAGL8-10-50-80-7,100,50,50,55,27,27,34,19,15,10,50,50
CS-CAIL2-10-50-80-7,100,49,51,55,27,28,34,18,15,10,51,51
CS-CALA21-10-50-80-7,100,57,43,55,31,24,34,21,13,10,43,43
CS-CAOV2-10-50-80-7,100,54,46,55,29,25,34,20,14,10,46,46
CS-CARSPP-10-50-80-7,100,58,42,55,31,23,34,21,13,10,42,42
CS-CATE9-10-50-80-7,100,54,46,55,29,25,34,20,14,10,46,46
CS-CADE12-10-50-80-7,100,54,46,55,29,25,34,20,14,10,46,46
CS-CELA-10-50-80-7,100,49,51,55,27,28,34,18,15,10,51,51
CS-CECA4-10-50-80-7,100,48,52,55,26,28,34,18,16,10,52,52
CS-CHLA-10-50-80-7,100,83,17,55,45,9,25,21,4,10,17,17
CS-CHNO-10-50-80-7,100,33,67,55,18,36,25,9,16,10,67,67
CS-CHTH2-10-50-80-7,100,37,63,55,20,35,25,10,15,10,63,63
CS-CHCHC4-10-50-80-7,100,59,41,55,32,23,44,29,15,10,41,41
CS-CONU4-10-50-80-7,100,73,27,55,40,15,44,34,10,10,27,27
CS-CRASPP-10-50-80-7,100,73,27,55,40,15,30,23,7,10,27,27
CS-DIVI5-10-50-80-7,100,55,45,55,30,25,34,20,14,10,45,45
CS-FAGR-10-50-80-7,100,37,63,55,20,35,34,14,20,10,63,63
CS-FRAM2-10-50-80-7,100,56,44,55,30,24,34,20,13,10,44,44
CS-FRNI-10-50-80-7,100,48,52,55,26,28,34,18,16,10,52,52
CS-FRPE-10-50-80-7,100,52,48,55,29,26,34,19,14,10,48,48
CS-FRPR-10-50-80-7,100,50,50,55,27,27,34,19,15,10,50,50
CS-FRQU-10-50-80-7,100,42,58,55,23,31,34,16,18,10,58,58
CS-FRASPP-10-50-80-7,100,56,44,55,30,24,34,20,13,10,44,44
CS-GLTR-10-50-80-7,100,51,49,55,28,27,34,19,15,10,49,49
CS-GOLA-10-50-80-7,100,51,49,55,28,27,34,19,15,10,49,49
CS-GYDI-10-50-80-7,100,44,56,55,24,31,34,16,17,10,56,56
CS-HALSPP-10-50-80-7,100,51,49,55,28,27,34,19,15,10,49,49
CS-ILOP-10-50-80-7,100,56,44,55,30,24,34,20,13,10,44,44
CS-JUCI-10-50-80-7,100,55,45,55,30,25,34,20,14,10,45,45
CS-JUNI-10-50-80-7,100,55,45,55,30,25,34,20,14,10,45,45
CS-JUOC-10-50-80-7,100,59,41,55,32,23,30,19,11,10,41,41
CS-JUVI-10-50-80-7,100,54,46,55,29,25,39,23,16,10,46,46
CS-LALA-10-50-80-7,100,44,56,55,24,31,21,10,11,10,56,56
CS-LALY-10-50-80-7,100,63,37,55,35,20,16,11,6,10,37,37
CS-LAOC-10-50-80-7,100,95,5,55,52,3,21,20,1,10,5,5
CS-CADE27-10-50-80-7,100,99,1,55,54,1,39,39,0,10,1,1
CS-LIST2-10-50-80-7,100,71,29,55,39,16,34,25,8,10,29,29
CS-LITU-10-50-80-7,100,63,37,55,35,20,34,23,11,10,37,37
CS-LIDE3-10-50-80-7,100,65,35,55,35,19,34,23,10,10,35,35
CS-MAPO-10-50-80-7,100,50,50,55,27,27,34,19,15,10,50,50
